null	150	001
null	93	002
null	187	003
null	100	004
null	228	005
null	169	006
null	99	007
null	42	008
null	2	009
null	5	010
null	62	011
null	11	012
null	6	013
null	3	014
null	4	015
null	12	016
null	14	017
null	9	018
null	10	019
null	1	020
null	15	021
null	16	022
null	17	023
null	25	024
null	24	025
null	22	026
null	32	027
null	27	028
null	19	029
null	28	030
null	20	031
null	29	032
null	34	033
null	30	034
null	26	035
null	36	036
null	35	037
null	31	038
null	101	039
null	33	040
null	23	041
null	21	042
null	18	043
null	114	044
null	44	045
null	38	046
null	50	047
null	54	048
null	37	049
null	206	050
null	41	051
null	42	052
null	53	053
null	39	054
null	48	055
null	49	056
null	46	057
null	45	058
null	47	059
null	51	060
null	43	061
null	96	062
null	52	063
null	55	064
null	56	065
null	60	066
null	58	067
null	59	068
null	61	069
null	212	070
null	63	071
null	64	072
null	193	073
null	85	074
null	65	075
null	68	076
null	69	077
null	72	078
null	74	079
null	71	080
null	70	081
null	73	082
null	90	083
null	178	084
null	13	085
null	76	086
null	83	087
null	78	088
null	57	089
null	79	090
null	80	091
null	86	092
null	88	093
null	87	094
null	82	095
null	91	096
null	89	097
null	81	098
null	84	099
null	92	100
null	97	101
null	94	102
null	226	103
null	95	104
null	98	105
null	105	106
null	103	107
null	104	108
null	102	109
null	106	110
null	107	111
null	108	112
null	110	113
null	109	114
null	111	115
null	112	116
null	115	117
null	118	118
null	113	119
null	119	120
null	129	121
null	120	122
null	126	123
null	121	124
null	122	125
null	124	126
null	127	127
null	128	128
null	130	129
null	138	130
null	134	131
null	149	132
null	135	133
null	139	134
null	140	135
null	137	136
null	147	137
null	145	138
null	148	139
null	151	140
null	136	141
null	75	142
null	133	143
null	132	144
null	142	145
null	146	146
null	131	147
null	144	148
null	141	149
null	152	150
null	162	151
null	161	152
null	159	153
null	7	154
null	153	155
null	163	156
null	157	157
null	154	158
null	156	159
null	158	160
null	155	161
null	143	162
null	174	163
null	160	164
null	164	165
null	165	166
null	170	167
null	177	168
null	166	169
null	171	170
null	176	171
null	168	172
null	167	173
null	172	174
null	175	175
null	173	176
null	179	177
null	180	178
null	181	179
null	182	180
null	183	181
null	189	182
null	116	183
null	123	184
null	196	185
null	227	186
null	234	187
null	194	188
null	197	189
null	184	190
null	186	191
null	203	192
null	192	193
null	199	194
null	200	195
null	191	196
null	195	197
null	237	198
null	188	199
null	117	200
null	67	201
null	125	202
null	185	203
null	198	204
null	190	205
null	202	206
null	201	207
null	40	208
null	204	209
null	218	210
null	209	211
null	219	212
null	208	213
null	207	214
null	210	215
null	213	216
null	214	217
null	215	218
null	216	219
null	211	220
null	205	221
null	217	222
null	220	223
null	221	224
null	8	225
null	77	226
null	224	227
null	222	228
null	223	229
null	225	230
null	232	231
null	231	232
null	229	233
null	230	234
null	233	235
null	66	236
null	235	237
null	236	238
null	238	239
null	239	240
